Customer_ID,Customer_Gender,Customer_Segment
"CUST-07834","Female","Regular"
"CUST-07230","Female","Regular"
"CUST-07085","Female","Regular"
"CUST-07213","Female","Regular"
"CUST-07900","Female","Regular"
"CUST-06452","Female","Regular"
"CUST-07919","Female","Regular"
"CUST-01215","Female","Regular"
"CUST-06793","Female","Regular"
"CUST-05615","Female","Regular"
"CUST-05670","Female","Regular"
"CUST-01311","Female","Regular"
"CUST-06065","Female","Regular"
"CUST-03905","Female","Regular"
"CUST-04335","Female","Regular"
"CUST-01031","Female","Regular"
"CUST-01501","Female","Regular"
"CUST-06364","Female","Regular"
"CUST-05002","Female","Regular"
"CUST-03132","Female","Regular"
"CUST-05594","Female","Regular"
"CUST-03840","Female","Regular"
"CUST-01708","Female","Regular"
"CUST-02849","Female","Regular"
"CUST-06419","Female","Regular"
"CUST-01281","Female","Regular"
"CUST-03785","Female","Regular"
"CUST-02519","Female","Regular"
"CUST-04844","Female","Regular"
"CUST-03564","Female","Regular"
"CUST-05899","Female","Regular"
"CUST-06114","Female","Regular"
"CUST-03804","Female","Regular"
"CUST-02876","Female","Regular"
"CUST-01331","Female","Regular"
"CUST-05268","Female","Regular"
"CUST-01763","Female","Regular"
"CUST-04434","Female","Regular"
"CUST-07814","Female","Regular"
"CUST-03052","Female","Regular"
"CUST-07493","Female","Regular"
"CUST-06946","Female","Regular"
"CUST-02690","Female","Regular"
"CUST-02976","Female","Regular"
"CUST-03006","Female","Regular"
"CUST-02894","Female","Regular"
"CUST-01299","Female","Regular"
"CUST-06466","Female","Regular"
"CUST-04596","Female","Regular"
"CUST-07431","Female","Regular"
"CUST-07267","Female","Regular"
"CUST-04725","Female","Regular"
"CUST-06696","Female","Regular"
"CUST-07580","Female","Regular"
"CUST-07801","Female","Regular"
"CUST-05681","Female","Regular"
"CUST-02806","Female","Regular"
"CUST-02792","Female","Regular"
"CUST-06471","Female","Regular"
"CUST-04532","Female","Regular"
"CUST-04298","Female","Regular"
"CUST-01704","Female","Regular"
"CUST-01288","Female","Regular"
"CUST-01267","Female","Regular"
"CUST-07223","Female","Regular"
"CUST-04404","Female","Regular"
"CUST-02352","Female","Regular"
"CUST-06855","Female","Regular"
"CUST-06709","Female","Regular"
"CUST-05344","Female","Regular"
"CUST-07291","Female","Regular"
"CUST-07860","Female","Regular"
"CUST-02128","Female","Regular"
"CUST-03281","Female","Regular"
"CUST-06727","Female","Regular"
"CUST-06879","Female","Regular"
"CUST-03710","Female","Regular"
"CUST-01818","Female","Regular"
"CUST-04062","Female","Regular"
"CUST-07949","Female","Regular"
"CUST-05079","Female","Regular"
"CUST-03965","Female","Regular"
"CUST-05585","Female","Regular"
"CUST-05244","Female","Regular"
"CUST-05601","Female","Regular"
"CUST-04014","Female","Regular"
"CUST-05715","Female","Regular"
"CUST-07976","Female","Regular"
"CUST-03278","Female","Regular"
"CUST-05511","Female","Regular"
"CUST-04599","Female","Regular"
"CUST-02498","Female","Regular"
"CUST-02236","Female","Regular"
"CUST-06290","Female","Regular"
"CUST-05880","Female","Regular"
"CUST-04459","Female","Regular"
"CUST-05992","Female","Regular"
"CUST-06359","Female","Regular"
"CUST-06498","Female","Regular"
"CUST-04322","Female","Regular"
"CUST-01834","Female","Regular"
"CUST-05117","Female","Regular"
"CUST-07705","Female","Regular"
"CUST-04935","Female","Regular"
"CUST-01556","Female","Regular"
"CUST-05539","Female","Regular"
"CUST-02633","Female","Regular"
"CUST-04931","Female","Regular"
"CUST-03151","Female","Regular"
"CUST-01067","Female","Regular"
"CUST-02009","Female","Regular"
"CUST-05155","Female","Regular"
"CUST-06853","Female","Regular"
"CUST-01760","Female","Regular"
"CUST-07000","Female","Regular"
"CUST-07090","Female","Regular"
"CUST-07593","Female","Regular"
"CUST-01140","Female","Regular"
"CUST-04263","Female","Regular"
"CUST-01945","Female","Regular"
"CUST-03967","Female","Regular"
"CUST-06613","Female","Regular"
"CUST-03200","Female","Regular"
"CUST-06044","Female","Regular"
"CUST-07735","Female","Regular"
"CUST-05473","Female","Regular"
"CUST-07165","Female","Regular"
"CUST-02049","Female","Regular"
"CUST-01986","Female","Regular"
"CUST-01514","Female","Regular"
"CUST-02820","Female","Regular"
"CUST-03121","Female","Regular"
"CUST-03145","Female","Regular"
"CUST-06961","Female","Regular"
"CUST-03523","Female","Regular"
"CUST-07469","Female","Regular"
"CUST-05241","Female","Regular"
"CUST-07966","Female","Regular"
"CUST-07638","Female","Regular"
"CUST-06607","Female","Regular"
"CUST-03369","Female","Regular"
"CUST-04982","Female","Regular"
"CUST-03418","Female","Regular"
"CUST-02375","Female","Regular"
"CUST-03536","Female","Regular"
"CUST-06813","Female","Regular"
"CUST-02723","Female","Regular"
"CUST-06245","Female","Regular"
"CUST-01249","Female","Regular"
"CUST-04145","Female","Regular"
"CUST-06847","Female","Regular"
"CUST-06777","Female","Regular"
"CUST-06288","Female","Regular"
"CUST-02226","Female","Regular"
"CUST-03953","Female","Regular"
"CUST-02377","Female","Regular"
"CUST-03748","Female","Regular"
"CUST-06488","Female","Regular"
"CUST-02911","Female","Regular"
"CUST-06690","Female","Regular"
"CUST-03853","Female","Regular"
"CUST-03408","Female","Regular"
"CUST-07484","Female","Regular"
"CUST-06244","Female","Regular"
"CUST-01369","Female","Regular"
"CUST-03899","Female","Regular"
"CUST-07381","Female","Regular"
"CUST-02131","Female","Regular"
"CUST-01096","Female","Regular"
"CUST-03341","Female","Regular"
"CUST-01036","Female","Regular"
"CUST-04843","Female","Regular"
"CUST-01070","Female","Regular"
"CUST-01404","Female","Regular"
"CUST-01201","Female","Regular"
"CUST-04289","Female","Regular"
"CUST-05446","Female","Regular"
"CUST-03456","Female","Regular"
"CUST-04774","Female","Regular"
"CUST-07170","Female","Regular"
"CUST-01686","Female","Regular"
"CUST-07131","Female","Regular"
"CUST-07236","Female","Regular"
"CUST-06312","Female","Regular"
"CUST-07508","Female","Regular"
"CUST-01867","Female","Regular"
"CUST-03571","Female","Regular"
"CUST-03429","Female","Regular"
"CUST-01966","Female","Regular"
"CUST-02577","Female","Regular"
"CUST-06154","Female","Regular"
"CUST-02766","Female","Regular"
"CUST-01142","Female","Regular"
"CUST-07415","Female","Regular"
"CUST-06928","Female","Regular"
"CUST-02311","Female","Regular"
"CUST-04568","Female","Regular"
"CUST-02698","Female","Regular"
"CUST-06003","Female","Regular"
"CUST-06153","Female","Regular"
"CUST-02257","Female","Regular"
"CUST-03271","Female","Regular"
"CUST-03214","Female","Regular"
"CUST-02486","Female","Regular"
"CUST-06776","Female","Regular"
"CUST-04787","Female","Regular"
"CUST-07779","Female","Regular"
"CUST-04365","Female","Regular"
"CUST-07232","Female","Regular"
"CUST-07923","Female","Regular"
"CUST-03425","Female","Regular"
"CUST-05636","Female","Regular"
"CUST-02118","Female","Regular"
"CUST-02306","Female","Regular"
"CUST-03071","Female","Regular"
"CUST-04051","Female","Regular"
"CUST-07161","Female","Regular"
"CUST-01177","Female","Regular"
"CUST-06050","Female","Regular"
"CUST-04174","Female","Regular"
"CUST-01688","Female","Regular"
"CUST-01797","Female","Regular"
"CUST-02250","Female","Regular"
"CUST-07851","Female","Regular"
"CUST-07249","Female","Regular"
"CUST-07536","Female","Regular"
"CUST-02709","Female","Regular"
"CUST-03596","Female","Regular"
"CUST-04937","Female","Regular"
"CUST-02527","Female","Regular"
"CUST-07711","Female","Regular"
"CUST-03616","Female","Regular"
"CUST-01718","Female","Regular"
"CUST-03300","Female","Regular"
"CUST-06701","Female","Regular"
"CUST-03568","Female","Regular"
"CUST-04852","Female","Regular"
"CUST-05756","Female","Regular"
"CUST-04536","Female","Regular"
"CUST-04575","Female","Regular"
"CUST-01509","Female","Regular"
"CUST-03995","Female","Regular"
"CUST-02254","Female","Regular"
"CUST-02951","Female","Regular"
"CUST-01476","Female","Regular"
"CUST-03985","Female","Regular"
"CUST-07499","Female","Regular"
"CUST-03294","Female","Regular"
"CUST-03057","Female","Regular"
"CUST-03862","Female","Regular"
"CUST-03347","Female","Regular"
"CUST-04274","Female","Regular"
"CUST-05210","Female","Regular"
"CUST-02544","Female","Regular"
"CUST-02913","Female","Regular"
"CUST-05205","Female","Regular"
"CUST-02586","Female","Regular"
"CUST-04673","Female","Regular"
"CUST-07474","Female","Regular"
"CUST-04780","Female","Regular"
"CUST-02891","Female","Regular"
"CUST-05853","Female","Regular"
"CUST-02517","Female","Regular"
"CUST-06348","Female","Regular"
"CUST-07154","Female","Regular"
"CUST-07096","Female","Regular"
"CUST-07434","Female","Regular"
"CUST-01244","Female","Regular"
"CUST-07781","Female","Regular"
"CUST-02600","Female","Regular"
"CUST-04938","Female","Regular"
"CUST-02853","Female","Regular"
"CUST-05192","Female","Regular"
"CUST-07246","Female","Regular"
"CUST-03756","Female","Regular"
"CUST-01731","Female","Regular"
"CUST-05297","Female","Regular"
"CUST-03253","Female","Regular"
"CUST-01334","Female","Regular"
"CUST-07112","Female","Regular"
"CUST-07497","Female","Regular"
"CUST-07034","Female","Regular"
"CUST-01171","Female","Regular"
"CUST-04319","Female","Regular"
"CUST-03614","Female","Regular"
"CUST-04623","Female","Regular"
"CUST-06733","Female","Regular"
"CUST-03355","Female","Regular"
"CUST-06234","Female","Regular"
"CUST-02727","Female","Regular"
"CUST-07773","Female","Regular"
"CUST-01757","Female","Regular"
"CUST-02355","Female","Regular"
"CUST-06635","Female","Regular"
"CUST-07914","Female","Regular"
"CUST-06013","Female","Regular"
"CUST-02944","Female","Regular"
"CUST-02828","Female","Regular"
"CUST-06889","Female","Regular"
"CUST-03323","Female","Regular"
"CUST-05799","Female","Regular"
"CUST-04767","Female","Regular"
"CUST-07682","Female","Regular"
"CUST-01225","Female","Regular"
"CUST-07507","Female","Regular"
"CUST-03530","Female","Regular"
"CUST-05144","Female","Regular"
"CUST-04582","Female","Regular"
"CUST-07355","Female","Regular"
"CUST-02050","Female","Regular"
"CUST-06240","Female","Regular"
"CUST-02930","Female","Regular"
"CUST-02543","Female","Regular"
"CUST-03737","Female","Regular"
"CUST-03332","Female","Regular"
"CUST-01271","Female","Regular"
"CUST-02470","Female","Regular"
"CUST-03320","Female","Regular"
"CUST-01898","Female","Regular"
"CUST-07032","Female","Regular"
"CUST-04160","Female","Regular"
"CUST-01666","Female","Regular"
"CUST-08000","Female","Regular"
"CUST-02061","Female","Regular"
"CUST-02267","Female","Regular"
"CUST-07114","Female","Regular"
"CUST-06548","Female","Regular"
"CUST-01478","Female","Regular"
"CUST-05674","Female","Regular"
"CUST-06691","Female","Regular"
"CUST-04494","Female","Regular"
"CUST-03557","Female","Regular"
"CUST-02597","Female","Regular"
"CUST-02968","Female","Regular"
"CUST-06074","Female","Regular"
"CUST-05993","Female","Regular"
"CUST-07210","Female","Regular"
"CUST-02461","Female","Regular"
"CUST-02092","Female","Regular"
"CUST-06102","Female","Regular"
"CUST-01323","Female","Regular"
"CUST-02526","Female","Regular"
"CUST-04855","Female","Regular"
"CUST-06525","Female","Regular"
"CUST-02230","Female","Regular"
"CUST-05949","Female","Regular"
"CUST-03195","Female","Regular"
"CUST-04648","Female","Regular"
"CUST-04559","Female","Regular"
"CUST-07524","Female","Regular"
"CUST-03537","Female","Regular"
"CUST-05510","Female","Regular"
"CUST-03348","Female","Regular"
"CUST-03379","Female","Regular"
"CUST-05869","Female","Regular"
"CUST-01785","Female","Regular"
"CUST-01301","Female","Regular"
"CUST-07921","Female","Regular"
"CUST-02174","Female","Regular"
"CUST-06148","Female","Regular"
"CUST-07172","Female","Regular"
"CUST-02337","Female","Regular"
"CUST-05755","Female","Regular"
"CUST-04040","Female","Regular"
"CUST-07043","Female","Regular"
"CUST-02122","Female","Regular"
"CUST-05069","Female","Regular"
"CUST-05303","Female","Regular"
"CUST-04633","Female","Regular"
"CUST-04117","Female","Regular"
"CUST-04444","Female","Regular"
"CUST-03510","Female","Regular"
"CUST-02297","Female","Regular"
"CUST-03384","Female","Regular"
"CUST-06440","Female","Regular"
"CUST-02401","Female","Regular"
"CUST-01530","Female","Regular"
"CUST-03828","Female","Regular"
"CUST-05206","Female","Regular"
"CUST-05580","Female","Regular"
"CUST-03447","Female","Regular"
"CUST-04189","Female","Regular"
"CUST-06171","Female","Regular"
"CUST-06061","Female","Regular"
"CUST-06242","Female","Regular"
"CUST-04622","Female","Regular"
"CUST-04868","Female","Regular"
"CUST-06361","Female","Regular"
"CUST-02748","Female","Regular"
"CUST-06678","Female","Regular"
"CUST-01540","Female","Regular"
"CUST-06230","Female","Regular"
"CUST-06807","Female","Regular"
"CUST-02339","Female","Regular"
"CUST-01481","Female","Regular"
"CUST-03971","Female","Regular"
"CUST-07824","Female","Regular"
"CUST-05574","Female","Regular"
"CUST-04179","Female","Regular"
"CUST-04479","Female","Regular"
"CUST-01831","Female","Regular"
"CUST-03502","Female","Regular"
"CUST-06942","Female","Regular"
"CUST-05460","Female","Regular"
"CUST-03153","Female","Regular"
"CUST-05502","Female","Regular"
"CUST-07334","Female","Regular"
"CUST-02089","Female","Regular"
"CUST-03305","Female","Regular"
"CUST-02027","Female","Regular"
"CUST-07318","Female","Regular"
"CUST-07410","Female","Regular"
"CUST-04092","Female","Regular"
"CUST-04129","Female","Regular"
"CUST-05384","Female","Regular"
"CUST-02093","Female","Regular"
"CUST-03245","Female","Regular"
"CUST-03414","Female","Regular"
"CUST-01853","Female","Regular"
"CUST-04904","Female","Regular"
"CUST-03903","Female","Regular"
"CUST-06301","Female","Regular"
"CUST-03251","Female","Regular"
"CUST-04656","Female","Regular"
"CUST-03338","Female","Regular"
"CUST-01813","Female","Regular"
"CUST-06819","Female","Regular"
"CUST-05559","Female","Regular"
"CUST-07438","Female","Regular"
"CUST-06071","Female","Regular"
"CUST-04644","Female","Regular"
"CUST-02188","Female","Regular"
"CUST-04203","Female","Regular"
"CUST-01614","Female","Regular"
"CUST-01793","Female","Regular"
"CUST-03248","Female","Regular"
"CUST-03419","Female","Regular"
"CUST-06144","Female","Regular"
"CUST-01628","Female","Regular"
"CUST-01620","Female","Regular"
"CUST-03074","Female","Regular"
"CUST-05255","Female","Regular"
"CUST-06645","Female","Regular"
"CUST-07596","Female","Regular"
"CUST-01015","Female","Regular"
"CUST-02582","Female","Regular"
"CUST-06115","Female","Regular"
"CUST-02123","Female","Regular"
"CUST-03476","Female","Regular"
"CUST-06308","Female","Regular"
"CUST-05465","Female","Regular"
"CUST-01427","Female","Regular"
"CUST-04531","Female","Regular"
"CUST-03232","Female","Regular"
"CUST-04969","Female","Regular"
"CUST-02196","Female","Regular"
"CUST-02920","Female","Regular"
"CUST-04833","Female","Regular"
"CUST-07467","Female","Regular"
"CUST-03664","Female","Regular"
"CUST-03067","Female","Regular"
"CUST-07373","Female","Regular"
"CUST-03489","Female","Regular"
"CUST-05133","Female","Regular"
"CUST-07177","Female","Regular"
"CUST-06585","Female","Regular"
"CUST-06368","Female","Regular"
"CUST-06336","Female","Regular"
"CUST-04862","Female","Regular"
"CUST-02098","Female","Regular"
"CUST-05893","Female","Regular"
"CUST-03376","Female","Regular"
"CUST-06236","Female","Regular"
"CUST-06017","Female","Regular"
"CUST-01013","Female","Regular"
"CUST-05314","Female","Regular"
"CUST-01668","Female","Regular"
"CUST-02286","Female","Regular"
"CUST-02430","Female","Regular"
"CUST-03439","Female","Regular"
"CUST-06495","Female","Regular"
"CUST-01891","Female","Regular"
"CUST-06379","Female","Regular"
"CUST-06384","Female","Regular"
"CUST-02530","Female","Regular"
"CUST-06809","Female","Regular"
"CUST-04740","Female","Regular"
"CUST-04505","Female","Regular"
"CUST-05105","Female","Regular"
"CUST-04029","Female","Regular"
"CUST-06936","Female","Regular"
"CUST-05631","Female","Regular"
"CUST-07877","Female","Regular"
"CUST-03526","Female","Regular"
"CUST-03951","Female","Regular"
"CUST-01489","Female","Regular"
"CUST-02713","Female","Regular"
"CUST-07189","Female","Regular"
"CUST-03235","Female","Regular"
"CUST-07663","Female","Regular"
"CUST-02795","Female","Regular"
"CUST-05912","Female","Regular"
"CUST-07618","Female","Regular"
"CUST-03469","Female","Regular"
"CUST-06535","Female","Regular"
"CUST-03142","Female","Regular"
"CUST-04165","Female","Regular"
"CUST-06458","Female","Regular"
"CUST-03339","Female","Regular"
"CUST-05923","Female","Regular"
"CUST-06066","Female","Regular"
"CUST-07681","Female","Regular"
"CUST-01157","Female","Regular"
"CUST-03940","Female","Regular"
"CUST-02702","Female","Regular"
"CUST-01075","Female","Regular"
"CUST-02303","Female","Regular"
"CUST-05174","Female","Regular"
"CUST-06439","Female","Regular"
"CUST-05124","Female","Regular"
"CUST-05662","Female","Regular"
"CUST-04785","Female","Regular"
"CUST-02037","Female","Regular"
"CUST-01141","Female","Regular"
"CUST-07673","Female","Regular"
"CUST-02317","Female","Regular"
"CUST-07227","Female","Regular"
"CUST-07392","Female","Regular"
"CUST-02343","Female","Regular"
"CUST-05548","Female","Regular"
"CUST-04273","Female","Regular"
"CUST-02186","Female","Regular"
"CUST-06274","Female","Regular"
"CUST-02759","Female","Regular"
"CUST-07566","Female","Regular"
"CUST-01176","Female","Regular"
"CUST-03742","Female","Regular"
"CUST-02832","Female","Regular"
"CUST-03786","Female","Regular"
"CUST-05754","Female","Regular"
"CUST-07117","Female","Regular"
"CUST-05817","Female","Regular"
"CUST-03498","Female","Regular"
"CUST-07275","Female","Regular"
"CUST-07761","Female","Regular"
"CUST-07879","Female","Regular"
"CUST-06861","Female","Regular"
"CUST-05470","Female","Regular"
"CUST-05304","Female","Regular"
"CUST-07198","Female","Regular"
"CUST-02318","Female","Regular"
"CUST-06579","Female","Regular"
"CUST-02069","Female","Regular"
"CUST-04393","Female","Regular"
"CUST-02369","Female","Regular"
"CUST-05724","Female","Regular"
"CUST-01181","Female","Regular"
"CUST-05716","Female","Regular"
"CUST-02044","Female","Regular"
"CUST-02737","Female","Regular"
"CUST-07893","Female","Regular"
"CUST-03249","Female","Regular"
"CUST-01397","Female","Regular"
"CUST-04456","Female","Regular"
"CUST-03307","Female","Regular"
"CUST-03030","Female","Regular"
"CUST-01651","Female","Regular"
"CUST-01086","Female","Regular"
"CUST-05971","Female","Regular"
"CUST-03083","Female","Regular"
"CUST-02958","Female","Regular"
"CUST-02858","Female","Regular"
"CUST-07983","Female","Regular"
"CUST-02372","Female","Regular"
"CUST-06689","Female","Regular"
"CUST-02827","Female","Regular"
"CUST-02728","Female","Regular"
"CUST-03539","Female","Regular"
"CUST-07001","Female","Regular"
"CUST-04095","Female","Regular"
"CUST-07135","Female","Regular"
"CUST-03816","Female","Regular"
"CUST-03589","Female","Regular"
"CUST-03258","Female","Regular"
"CUST-05640","Female","Regular"
"CUST-01080","Female","Regular"
"CUST-03240","Female","Regular"
"CUST-05083","Female","Regular"
"CUST-01950","Female","Regular"
"CUST-01523","Female","Regular"
"CUST-04019","Female","Regular"
"CUST-02711","Female","Regular"
"CUST-03032","Female","Regular"
"CUST-07972","Female","Regular"
"CUST-01045","Female","Regular"
"CUST-04626","Female","Regular"
"CUST-06737","Female","Regular"
"CUST-07482","Female","Regular"
"CUST-04219","Female","Regular"
"CUST-03724","Female","Regular"
"CUST-05977","Female","Regular"
"CUST-02639","Female","Regular"
"CUST-06109","Female","Regular"
"CUST-06592","Female","Regular"
"CUST-07054","Female","Regular"
"CUST-03113","Female","Regular"
"CUST-03333","Female","Regular"
"CUST-04598","Female","Regular"
"CUST-07048","Female","Regular"
"CUST-07208","Female","Regular"
"CUST-04010","Female","Regular"
"CUST-06917","Female","Regular"
"CUST-02456","Female","Regular"
"CUST-05759","Female","Regular"
"CUST-03130","Female","Regular"
"CUST-03633","Female","Regular"
"CUST-06421","Female","Regular"
"CUST-06046","Female","Regular"
"CUST-06345","Female","Regular"
"CUST-06343","Female","Regular"
"CUST-02668","Female","Regular"
"CUST-01077","Female","Regular"
"CUST-03327","Female","Regular"
"CUST-01385","Female","Regular"
"CUST-01154","Female","Regular"
"CUST-03319","Female","Regular"
"CUST-07395","Female","Regular"
"CUST-06622","Female","Regular"
"CUST-05246","Female","Regular"
"CUST-06632","Female","Regular"
"CUST-03244","Female","Regular"
"CUST-01180","Female","Regular"
"CUST-01210","Female","Regular"
"CUST-04238","Female","Regular"
"CUST-07729","Female","Regular"
"CUST-05082","Female","Regular"
"CUST-05301","Female","Regular"
"CUST-01266","Female","Regular"
"CUST-02541","Female","Regular"
"CUST-02121","Female","Regular"
"CUST-07097","Female","Regular"
"CUST-03547","Female","Regular"
"CUST-04565","Female","Regular"
"CUST-07125","Female","Regular"
"CUST-03220","Female","Regular"
"CUST-06160","Female","Regular"
"CUST-02901","Female","Regular"
"CUST-03035","Female","Regular"
"CUST-04957","Female","Regular"
"CUST-01676","Female","Regular"
"CUST-06139","Female","Regular"
"CUST-05282","Female","Regular"
"CUST-02909","Female","Regular"
"CUST-06692","Female","Regular"
"CUST-01445","Female","Regular"
"CUST-05970","Female","Regular"
"CUST-05256","Female","Regular"
"CUST-04438","Female","Regular"
"CUST-02361","Female","Regular"
"CUST-06894","Female","Regular"
"CUST-03552","Female","Regular"
"CUST-06112","Female","Regular"
"CUST-01759","Female","Regular"
"CUST-04514","Female","Regular"
"CUST-05813","Female","Regular"
